sample_id,source_url,captured_at,image_private_path,image_sha256,annotator_id,annotation_round,label,reason_codes,listing_nie,listing_brand,listing_product_name,listing_package,official_nie,official_brand,official_product_name,official_package,official_registrant,readability,notes

